animal_id,date_of_birth,name,datetime,monthyear,outcome_type,outcome_subtype,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,age_days
A882475,2023-04-23,*Dianna,2023-08-03,08-2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby,102
A886467,2022-08-06,Captain Sparrow,2023-08-06,08-2023,Return to Owner,,Dog,Intact Male,1 year,Miniature Poodle,White/Brown,365
A886692,2023-07-13,*Shia,2023-08-19,08-2023,Disposal,,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby/White,37
A888723,2021-09-12,Blanche,2023-09-23,09-2023,Transfer,Snr,Cat,Spayed Female,2 years,Domestic Shorthair,Blue,741
A889486,2023-08-22,Unknown,2023-09-26,09-2023,Transfer,Partner,Cat,Intact Male,5 weeks,Domestic Shorthair,Brown Tabby,35
A883009,2021-06-12,Campion,2023-09-30,09-2023,Adoption,,Dog,Neutered Male,2 years,German Shepherd Mix,Brown/Black,840
A709653,2014-08-11,Muneca,2023-10-04,10-2023,Disposal,,Dog,Spayed Female,9 years,Chihuahua Shorthair Mix,Tan,3341
A890596,2021-10-09,Unknown,2023-10-16,10-2023,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby/White,737
A887751,2023-05-13,*Dory,2023-10-24,10-2023,Transfer,Partner,Dog,Intact Female,5 months,Labrador Retriever,White,164
A891516,2022-10-23,Unknown,2023-10-27,10-2023,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black,369
A891798,2023-09-27,Unknown,2023-10-31,10-2023,Transfer,Partner,Dog,Intact Male,4 weeks,Chihuahua Shorthair,Tan/White,34
A891725,2023-06-27,891725,2023-10-31,10-2023,Transfer,Partner,Dog,Intact Male,4 months,Catahoula Mix,White/Blue Merle,126
A891776,2023-09-20,Unknown,2023-10-31,10-2023,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,White/Tricolor,41
A884574,2023-05-21,Unknown,2023-10-31,10-2023,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair,Tortie,163
A892674,2018-11-08,Unknown,2023-11-11,11-2023,Euthanasia,Suffering,Cat,Spayed Female,5 years,Domestic Longhair,Brown Tabby,1829
A892510,2020-11-07,*Alexander,2023-11-18,11-2023,Transfer,Partner,Dog,Intact Male,3 years,Bull Terrier,Black/White,1106
A893892,2019-11-30,Unknown,2023-12-04,12-2023,Transfer,Partner,Cat,Spayed Female,4 years,Domestic Shorthair,Tortie,1465
A893950,2021-11-30,Unknown,2023-12-04,12-2023,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,Calico,734
A893784,2010-03-01,Yoyis,2023-12-05,12-2023,Transfer,Partner,Dog,Spayed Female,13 years,Toy Poodle,Black,5027
A894930,2023-10-10,Prince,2023-12-29,12-2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White,80
A895793,2023-09-04,Unknown,2024-01-08,01-2024,Transfer,Partner,Cat,Intact Male,4 months,Domestic Longhair,Brown Tabby/White,126
A885967,2022-07-28,A885967,2024-01-16,01-2024,Adoption,Foster,Cat,Intact Male,1 year,Domestic Shorthair,Blue Tabby/White,537
A892637,2020-02-16,Max,2024-01-18,01-2024,Rto-Adopt,,Dog,Neutered Male,3 years,Pit Bull,Brown Brindle,1432
A891573,2023-08-09,*Poppy,2024-01-19,01-2024,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair,Black/White,163
A897406,2022-02-01,*Ichigo,2024-02-10,02-2024,Transfer,Partner,Dog,Intact Male,2 years,Labrador Retriever,Red/White,739
A889709,2020-09-26,Nala,2024-02-20,02-2024,Adoption,Foster,Dog,Spayed Female,3 years,Pit Bull,Blue/White,1242
A888869,2016-09-13,*Kobe Bryant,2024-02-25,02-2024,Adoption,,Dog,Neutered Male,7 years,Pit Bull Mix,Blue/White,2721
A900811,2023-03-25,Unknown,2024-03-30,03-2024,Transfer,Partner,Other,Unknown,1 year,Turtle/Redeared Slider,Green/Black,371
A901502,2023-10-03,*Shrimp,2024-04-12,04-2024,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Brown Tabby,192
A902186,2016-07-02,Tanjerine,2024-04-14,04-2024,Return to Owner,,Dog,Spayed Female,7 years,Akita,White/Brown,2843
A902936,2022-04-23,Choco,2024-04-24,04-2024,Transfer,Partner,Dog,Intact Male,2 years,Shih Tzu,Tan/Brown,732
A859163,2020-06-09,Zeus,2024-04-29,04-2024,Adoption,,Dog,Neutered Male,3 years,American Bulldog Mix,Brown/White,1420
A902545,2023-04-23,Blue,2024-04-30,04-2024,Adoption,,Dog,Neutered Male,1 year,Rat Terrier,White/Tricolor,373
A901163,2024-03-02,Peaches,2024-04-30,04-2024,Adoption,,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Buff,59
A903450,2023-04-29,Stacy*,2024-05-03,05-2024,Transfer,Partner,Dog,Intact Female,1 year,Jack Russell Terrier,White/Brown,370
A867245,2020-10-13,*Twister,2024-05-03,05-2024,Adoption,,Dog,Neutered Male,3 years,Pit Bull,Blue/White,1298
A903340,2018-04-28,Dipper,2024-05-04,05-2024,Adoption,,Cat,Neutered Male,6 years,Domestic Shorthair,Black/White,2198
A900657,2023-06-22,*Custard,2024-05-04,05-2024,Adoption,,Dog,Spayed Female,10 months,Basenji Mix,Brown/White,317
A895864,2023-01-05,Thor,2024-05-04,05-2024,Adoption,,Dog,Neutered Male,1 year,Rottweiler/Labrador Retriever,Black/Brown,485
A902699,2021-11-20,Shadow,2024-05-06,05-2024,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black,898
A903292,2022-04-28,Unknown,2024-05-10,05-2024,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Torbie,743
A900665,2023-03-22,*Millie,2024-05-11,05-2024,Adoption,Foster,Dog,Spayed Female,1 year,Labrador Retriever Mix,Gold/White,416
A901881,2024-02-09,Tsuki,2024-05-11,05-2024,Adoption,,Dog,Spayed Female,3 months,Labrador Retriever,Yellow/White,92
A904560,2024-04-26,Unknown,2024-05-11,05-2024,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair,Black Tabby,15
A904561,2024-05-02,Unknown,2024-05-11,05-2024,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Black,9
A904398,2023-05-09,Sherly,2024-05-13,05-2024,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby/White,370
A904562,2014-05-11,Unknown,2024-05-16,05-2024,Transfer,Partner,Cat,Neutered Male,10 years,Domestic Shorthair,Brown Tabby/White,3658
A884177,2022-07-29,Krea,2024-05-18,05-2024,Adoption,,Dog,Spayed Female,1 year,Miniature Poodle/Miniature Poodle,White,659
A900159,2023-09-15,*Chubs,2024-05-20,05-2024,Adoption,,Dog,Neutered Male,8 months,Pit Bull Mix,Brown,248
A904986,2023-05-15,Smokey,2024-05-20,05-2024,Adoption,,Cat,Intact Male,1 year,Domestic Medium Hair,Black,371
A904706,2024-02-20,A904706,2024-05-20,05-2024,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair,Cream Tabby,90
A904511,2024-02-11,Stetson*,2024-05-20,05-2024,Adoption,,Dog,Neutered Male,3 months,Alaskan Husky Mix,Cream/Tan,99
A903509,2024-03-12,Unknown,2024-05-21,05-2024,Adoption,,Cat,Intact Male,2 months,Domestic Medium Hair,White/Black,70
A905567,2024-03-15,Unknown,2024-05-22,05-2024,Euthanasia,Suffering,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby,68
A904447,2023-06-10,Monet,2024-05-24,05-2024,Adoption,,Dog,Neutered Male,11 months,Border Collie Mix,Black/White,349
A900507,2024-03-14,Unknown,2024-05-24,05-2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,71
A900508,2024-03-14,Unknown,2024-05-24,05-2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black,71
A900509,2024-03-14,Unknown,2024-05-24,05-2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black,71
A905208,2024-03-23,*Bean Burrito,2024-05-25,05-2024,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Brown/White,63
A887286,2020-08-18,*Timone,2024-05-25,05-2024,Adoption,,Dog,Neutered Male,3 years,Black Mouth Cur/Labrador Retriever,Brown/White,1376
A904564,2023-05-11,*Glenda,2024-05-26,05-2024,Adoption,,Other,Intact Female,1 year,Rabbit Sh,Brown,381
A905364,2023-02-10,Sweet Pea,2024-05-26,05-2024,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie/White,471
A905637,2019-05-23,Unknown,2024-05-26,05-2024,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair,Black/White,1830
A905662,2023-05-23,Scooter,2024-05-28,05-2024,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever,Black,371
A905808,2018-05-25,Unknown,2024-05-30,05-2024,Transfer,Partner,Dog,Neutered Male,6 years,Boxer Mix,Brown/White,2197
A904966,2023-07-15,Unknown,2024-05-30,05-2024,Transfer,Partner,Dog,Intact Female,10 months,Rottweiler Mix,Black/Brown,320
A901438,2024-03-18,*Snickers,2024-05-31,05-2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,74
A899458,2020-03-04,*Maggie,2024-05-31,05-2024,Adoption,,Dog,Spayed Female,4 years,Labrador Retriever Mix,Tan/White,1549
A904776,2024-02-14,*Big Ernie,2024-05-31,05-2024,Adoption,,Dog,Neutered Male,3 months,Rottweiler Mix,Black/Brown,107
A905601,2024-03-10,Unknown,2024-05-31,05-2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White,82
A903798,2024-03-19,*Firebird,2024-06-01,06-2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,74
A905704,2017-05-23,Dakota,2024-06-01,06-2024,Adoption,,Cat,Spayed Female,7 years,Domestic Shorthair,Calico,2566
A903672,2024-03-03,Elvis,2024-06-02,06-2024,Adoption,,Dog,Neutered Male,2 months,Basset Hound Mix,Fawn/White,91
A900517,2021-09-20,Sunny,2024-06-02,06-2024,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Tan,986
A902790,2023-06-22,Happy,2024-06-03,06-2024,Adoption,,Dog,Neutered Male,11 months,Australian Kelpie Mix,Black/White,347
A905935,2024-03-11,Unknown,2024-06-04,06-2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Calico,85
A901835,2024-03-14,*Pancake,2024-06-04,06-2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby,82
A903039,2024-03-12,Unknown,2024-06-04,06-2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White,84
A906589,2023-06-04,Unknown,2024-06-05,06-2024,Transfer,Partner,Bird,Unknown,1 year,Grackle,Black/Brown,367
A906477,2023-09-03,Unknown,2024-06-06,06-2024,Transfer,Snr,Cat,Intact Female,9 months,Siamese,Seal Point/White,277
A906485,2023-06-03,Unknown,2024-06-06,06-2024,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby,369
A906487,2023-06-03,Unknown,2024-06-06,06-2024,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Blue,369
A906491,2022-06-03,Unknown,2024-06-06,06-2024,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Black,734
A906454,2022-06-03,Unknown,2024-06-06,06-2024,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Torbie/White,734
A906254,2023-05-31,Unknown,2024-06-06,06-2024,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Black,372
A905877,2020-05-26,*William,2024-06-06,06-2024,Transfer,Snr,Cat,Intact Male,4 years,Domestic Shorthair,Brown Tabby/White,1472
A906085,2022-05-29,Unknown,2024-06-06,06-2024,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Black/White,739
A891575,2014-10-24,Smokey,2024-06-06,06-2024,Adoption,,Dog,Neutered Male,9 years,Staffordshire Mix,Blue/White,3513
A906590,2021-06-04,Layliah,2024-06-07,06-2024,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair,Torbie/White,1099
A859163,2020-06-09,Zeus,2024-06-07,06-2024,Adoption,,Dog,Neutered Male,3 years,American Bulldog Mix,Brown/White,1459
A900197,2022-03-15,Lamar,2024-06-09,06-2024,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Tricolor,817
A906499,2023-09-03,Miley,2024-06-10,06-2024,Adoption,,Dog,Spayed Female,9 months,English Springer Spaniel/Labrador Retriever,White/Black,281
A905936,2023-05-27,Beau,2024-06-10,06-2024,Adoption,,Dog,Intact Male,1 year,Pit Bull Mix,Black/White,380
A906371,2023-06-02,Unknown,2024-06-10,06-2024,Adoption,,Dog,Neutered Male,1 year,Dachshund,Red,374
A905404,2024-04-10,Poppy,2024-06-10,06-2024,Adoption,,Dog,Spayed Female,1 month,Australian Shepherd Mix,Black,61
A903408,2022-04-29,*Marbles,2024-06-10,06-2024,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby,773
A904493,2023-05-10,Rico,2024-06-10,06-2024,Adoption,,Dog,Neutered Male,1 year,Chinese Sharpei Mix,Red/Brown,397
A901861,2024-02-12,King,2024-06-11,06-2024,Adoption,,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black,120
A905694,2024-04-08,Moon,2024-06-14,06-2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Flame Point,67
A905034,2022-05-16,Unknown,2024-06-14,06-2024,Transfer,Snr,Cat,Spayed Female,2 years,Domestic Shorthair,Cream Tabby,760
A906940,2021-06-09,Gunner,2024-06-15,06-2024,Adoption,,Cat,Neutered Male,3 years,Bengal,Brown,1102
A907043,2024-04-22,Unknown,2024-06-21,06-2024,Adoption,,Dog,Neutered Male,1 month,Cairn Terrier Mix,Black/White,60
A878603,2022-07-14,Wisdom,2024-06-21,06-2024,Return to Owner,Field,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White,708
A878604,2022-07-14,Champ,2024-06-21,06-2024,Return to Owner,Field,Dog,Neutered Male,1 year,Queensland Heeler Mix,Red Tick/White,708
A902094,2024-04-01,*Hela,2024-06-22,06-2024,Adoption,Foster,Cat,Spayed Female,2 months,Siamese,Flame Point,82
A901886,2023-04-09,*Gertie,2024-06-22,06-2024,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Tortie,440
A898172,2023-12-13,*Rhubarb,2024-06-22,06-2024,Adoption,Foster,Dog,Spayed Female,6 months,Jack Russell Terrier Mix,Yellow/White,192
A904303,2024-04-08,*Grace,2024-06-22,06-2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair,Black,75
A904305,2024-04-08,*Frankie,2024-06-22,06-2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair,Tortie,75
A903855,2024-04-15,Unknown,2024-06-22,06-2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White,68
A903856,2024-04-15,Unknown,2024-06-22,06-2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White,68
A903857,2024-04-15,Unknown,2024-06-22,06-2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White,68
A903817,2024-04-11,*Kelvin Gemstone,2024-06-22,06-2024,Adoption,Foster,Dog,Neutered Male,2 months,Chihuahua Shorthair,Black/Brown,72
A892188,2021-11-02,*Amaryllis,2024-06-22,06-2024,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,963
A877110,2021-03-23,*Squirrel,2024-06-22,06-2024,Adoption,Foster,Dog,Neutered Male,3 years,Australian Cattle Dog Mix,Brown Brindle/White,1187
A902211,2024-03-09,Unknown,2024-06-23,06-2024,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Black,106
A901827,2024-03-14,*Moonstone,2024-06-23,06-2024,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Lynx Point,101
A897772,2022-02-06,*Neil,2024-06-23,06-2024,Adoption,Foster,Dog,Neutered Male,2 years,American Bulldog,White,868
A905656,2024-03-30,*Kiss,2024-06-24,06-2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair,White/Black Tabby,86
A905654,2024-03-30,*Bowie,2024-06-24,06-2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,White/Tortie Point,86
A903621,2024-03-17,*Twilight Sparkle,2024-06-24,06-2024,Adoption,Foster,Cat,Spayed Female,3 months,Snowshoe/Domestic Shorthair,White/Brown,99
A903760,2024-03-18,Unknown,2024-06-24,06-2024,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Tortie,98
A904165,2024-04-09,Unknown,2024-06-24,06-2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,76
A904166,2024-04-09,Unknown,2024-06-24,06-2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,76
A904565,2024-02-11,*Ghost,2024-06-24,06-2024,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair,Black/White,134
A904566,2024-02-11,*Pepper,2024-06-24,06-2024,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair,Black/White,134
A902213,2024-03-09,Unknown,2024-06-24,06-2024,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Calico,107
A902210,2024-03-09,Unknown,2024-06-24,06-2024,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Tortie,107
A902099,2024-04-10,Unknown,2024-06-24,06-2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue,75
A902093,2024-04-10,Unknown,2024-06-24,06-2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby,75
A902343,2023-12-07,Unknown,2024-06-24,06-2024,Adoption,Foster,Dog,Spayed Female,6 months,Labrador Retriever Mix,Brown/White,200
A901828,2024-03-14,*Amethyst,2024-06-24,06-2024,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Black,102
A901829,2024-03-14,*Opal,2024-06-24,06-2024,Adoption,Foster,Cat,Spayed Female,3 months,Siamese,Seal Point,102
A901826,2024-03-14,*Pearl,2024-06-24,06-2024,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Lynx Point,102
A901798,2024-03-14,Unknown,2024-06-24,06-2024,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby,102
A901799,2024-03-14,Unknown,2024-06-24,06-2024,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Black,102
A901470,2024-03-25,*Iris,2024-06-24,06-2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White,91
A901347,2022-04-01,*Pearl,2024-06-24,06-2024,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby,815
A901394,2022-04-02,*Chive,2024-06-24,06-2024,Adoption,Foster,Other,Unknown,2 years,Guinea Pig,Black/White,814
A901395,2022-04-02,*Onion,2024-06-24,06-2024,Adoption,Foster,Other,Unknown,2 years,Guinea Pig,Brown/White,814
A906120,2024-04-30,Unknown,2024-06-28,06-2024,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair,Black,59
A905668,2023-05-23,*Poppy,2024-06-28,06-2024,Adoption,Foster,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Black,402
A905627,2024-04-17,*Junior,2024-06-28,06-2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby,72
A903448,2024-04-02,*Cosmo,2024-06-28,06-2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair,Brown Tabby,87
A904073,2015-05-06,Luna,2024-06-28,06-2024,Adoption,Foster,Dog,Spayed Female,9 years,Labrador Retriever,Tan,3341
A902092,2024-04-01,*Opal,2024-06-28,06-2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie,88
A903069,2024-02-16,*Birdie,2024-06-28,06-2024,Adoption,Foster,Dog,Spayed Female,4 months,Great Pyrenees Mix,White/Brown,133
A902914,2024-04-08,Unknown,2024-06-28,06-2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Calico,81
A902910,2024-04-10,Unknown,2024-06-28,06-2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby,79
A884537,2017-05-09,Puppy,2024-06-28,06-2024,Adoption,Foster,Dog,Spayed Female,7 years,Chihuahua Shorthair,White/Tan,2607
A903461,2024-04-16,*Eclair,2024-06-29,06-2024,Adoption,Foster,Cat,Spayed Female,2 months,Siamese,Calico Point,74
A903462,2024-04-16,*Truffle,2024-06-29,06-2024,Adoption,Foster,Cat,Spayed Female,2 months,Siamese,Tortie,74
A903898,2024-03-11,*Orson,2024-06-29,06-2024,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,110
A904941,2024-03-31,*Luke,2024-06-29,06-2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black,90
A904942,2024-03-31,*Owen,2024-06-29,06-2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White,90
A905420,2024-04-08,*Pepino,2024-06-29,06-2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black,82
A905421,2024-04-08,*Nightshade,2024-06-29,06-2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black,82
A905628,2024-04-17,*Soup,2024-06-29,06-2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby,73
A897720,2023-02-06,*Cassius Clay,2024-06-29,06-2024,Adoption,Foster,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby/White,509
A904293,2024-04-14,*Smokey,2024-06-30,06-2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue,77
A905626,2024-04-17,*Fiona,2024-07-01,07-2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby,75
A905646,2024-04-20,*Brisket,2024-07-01,07-2024,Adoption,Foster,Dog,Neutered Male,2 months,Doberman Pinsch,Black,72
A905416,2023-08-01,Unknown,2024-07-01,07-2024,Adoption,Foster,Dog,Spayed Female,11 months,Pointer,White/Black,335
A905468,2024-01-11,*Daisy,2024-07-01,07-2024,Adoption,Foster,Dog,Spayed Female,5 months,Great Pyrenees Mix,White,172
A903822,2024-04-16,*Izzy,2024-07-01,07-2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,76
A903823,2024-03-19,*Indy,2024-07-01,07-2024,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White,104
A902911,2024-04-08,Unknown,2024-07-01,07-2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby,84
A902913,2024-04-08,Unknown,2024-07-01,07-2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Cream Tabby,84
A905359,2024-04-05,*Eddie,2024-07-02,07-2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair,Black Smoke,88
A907619,2024-06-12,Unknown,2024-07-05,07-2024,Transfer,Partner,Dog,Intact Male,3 weeks,German Shepherd,Black,23
A907621,2024-06-12,Unknown,2024-07-05,07-2024,Transfer,Partner,Dog,Intact Male,3 weeks,German Shepherd,White,23
A907622,2024-06-12,Unknown,2024-07-05,07-2024,Transfer,Partner,Dog,Intact Male,3 weeks,German Shepherd,Black,23
A907623,2024-06-12,Unknown,2024-07-05,07-2024,Transfer,Partner,Dog,Intact Male,3 weeks,German Shepherd,Black,23
A907624,2024-06-12,Unknown,2024-07-05,07-2024,Transfer,Partner,Dog,Intact Male,3 weeks,German Shepherd,Black,23
A907625,2024-06-12,Unknown,2024-07-05,07-2024,Transfer,Partner,Dog,Intact Male,3 weeks,German Shepherd,Black,23
A906631,2024-05-05,*Paul,2024-07-05,07-2024,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair,Orange Tabby,61
A905496,2024-04-06,*Peony,2024-07-05,07-2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White,90
